gold_id,task_type,stratum_index,independent_review_required,source_reference,context_before,user_query,ai_context,expected_route,expected_entity_id,expected_entity_name,expected_entity_type,expected_broad_topic,expected_behavior,expected_interest_signal,annotator_1,annotator_2,adjudicator,review_status,notes
G386,emerging_entity,36,no,,,,,,,,,,,,,,,,unlabeled,
G387,emerging_entity,37,no,,,,,,,,,,,,,,,,unlabeled,
G388,emerging_entity,38,no,,,,,,,,,,,,,,,,unlabeled,
G389,emerging_entity,39,no,,,,,,,,,,,,,,,,unlabeled,
G390,emerging_entity,40,yes,,,,,,,,,,,,,,,,unlabeled,
G391,emerging_entity,41,no,,,,,,,,,,,,,,,,unlabeled,
G392,emerging_entity,42,no,,,,,,,,,,,,,,,,unlabeled,
G393,emerging_entity,43,no,,,,,,,,,,,,,,,,unlabeled,
G394,emerging_entity,44,no,,,,,,,,,,,,,,,,unlabeled,
G395,emerging_entity,45,yes,,,,,,,,,,,,,,,,unlabeled,
G396,emerging_entity,46,no,,,,,,,,,,,,,,,,unlabeled,
G397,emerging_entity,47,no,,,,,,,,,,,,,,,,unlabeled,
G398,emerging_entity,48,no,,,,,,,,,,,,,,,,unlabeled,
G399,emerging_entity,49,no,,,,,,,,,,,,,,,,unlabeled,
G400,emerging_entity,50,yes,,,,,,,,,,,,,,,,unlabeled,
G401,emerging_entity,51,no,,,,,,,,,,,,,,,,unlabeled,
G402,emerging_entity,52,no,,,,,,,,,,,,,,,,unlabeled,
G403,emerging_entity,53,no,,,,,,,,,,,,,,,,unlabeled,
G404,emerging_entity,54,no,,,,,,,,,,,,,,,,unlabeled,
G405,emerging_entity,55,yes,,,,,,,,,,,,,,,,unlabeled,
G406,emerging_entity,56,no,,,,,,,,,,,,,,,,unlabeled,
G407,emerging_entity,57,no,,,,,,,,,,,,,,,,unlabeled,
G408,emerging_entity,58,no,,,,,,,,,,,,,,,,unlabeled,
G409,emerging_entity,59,no,,,,,,,,,,,,,,,,unlabeled,
G410,emerging_entity,60,yes,,,,,,,,,,,,,,,,unlabeled,
G411,emerging_entity,61,no,,,,,,,,,,,,,,,,unlabeled,
G412,emerging_entity,62,no,,,,,,,,,,,,,,,,unlabeled,
G413,emerging_entity,63,no,,,,,,,,,,,,,,,,unlabeled,
G414,emerging_entity,64,no,,,,,,,,,,,,,,,,unlabeled,
G415,emerging_entity,65,yes,,,,,,,,,,,,,,,,unlabeled,
G416,emerging_entity,66,no,,,,,,,,,,,,,,,,unlabeled,
G417,emerging_entity,67,no,,,,,,,,,,,,,,,,unlabeled,
G418,emerging_entity,68,no,,,,,,,,,,,,,,,,unlabeled,
G419,emerging_entity,69,no,,,,,,,,,,,,,,,,unlabeled,
G420,emerging_entity,70,yes,,,,,,,,,,,,,,,,unlabeled,
G421,emerging_entity,71,no,,,,,,,,,,,,,,,,unlabeled,
G422,emerging_entity,72,no,,,,,,,,,,,,,,,,unlabeled,
G423,emerging_entity,73,no,,,,,,,,,,,,,,,,unlabeled,
G424,emerging_entity,74,no,,,,,,,,,,,,,,,,unlabeled,
G425,emerging_entity,75,yes,,,,,,,,,,,,,,,,unlabeled,
G426,emerging_entity,76,no,,,,,,,,,,,,,,,,unlabeled,
G427,emerging_entity,77,no,,,,,,,,,,,,,,,,unlabeled,
G428,emerging_entity,78,no,,,,,,,,,,,,,,,,unlabeled,
G429,emerging_entity,79,no,,,,,,,,,,,,,,,,unlabeled,
G430,emerging_entity,80,yes,,,,,,,,,,,,,,,,unlabeled,
G431,emerging_entity,81,no,,,,,,,,,,,,,,,,unlabeled,
G432,emerging_entity,82,no,,,,,,,,,,,,,,,,unlabeled,
G433,emerging_entity,83,no,,,,,,,,,,,,,,,,unlabeled,
G434,emerging_entity,84,no,,,,,,,,,,,,,,,,unlabeled,
G435,emerging_entity,85,yes,,,,,,,,,,,,,,,,unlabeled,
G436,emerging_entity,86,no,,,,,,,,,,,,,,,,unlabeled,
G437,emerging_entity,87,no,,,,,,,,,,,,,,,,unlabeled,
G438,emerging_entity,88,no,,,,,,,,,,,,,,,,unlabeled,
G439,emerging_entity,89,no,,,,,,,,,,,,,,,,unlabeled,
G440,emerging_entity,90,yes,,,,,,,,,,,,,,,,unlabeled,
G441,emerging_entity,91,no,,,,,,,,,,,,,,,,unlabeled,
G442,emerging_entity,92,no,,,,,,,,,,,,,,,,unlabeled,
G443,emerging_entity,93,no,,,,,,,,,,,,,,,,unlabeled,
G444,emerging_entity,94,no,,,,,,,,,,,,,,,,unlabeled,
G445,emerging_entity,95,yes,,,,,,,,,,,,,,,,unlabeled,
G446,emerging_entity,96,no,,,,,,,,,,,,,,,,unlabeled,
G447,emerging_entity,97,no,,,,,,,,,,,,,,,,unlabeled,
G448,emerging_entity,98,no,,,,,,,,,,,,,,,,unlabeled,
G449,emerging_entity,99,no,,,,,,,,,,,,,,,,unlabeled,
G450,emerging_entity,100,yes,,,,,,,,,,,,,,,,unlabeled,
G451,active_interest_context,1,no,,,,,,,,,,,,,,,,unlabeled,
G452,active_interest_context,2,no,,,,,,,,,,,,,,,,unlabeled,
G453,active_interest_context,3,no,,,,,,,,,,,,,,,,unlabeled,
G454,active_interest_context,4,no,,,,,,,,,,,,,,,,unlabeled,
G455,active_interest_context,5,yes,,,,,,,,,,,,,,,,unlabeled,
G456,active_interest_context,6,no,,,,,,,,,,,,,,,,unlabeled,
G457,active_interest_context,7,no,,,,,,,,,,,,,,,,unlabeled,
G458,active_interest_context,8,no,,,,,,,,,,,,,,,,unlabeled,
G459,active_interest_context,9,no,,,,,,,,,,,,,,,,unlabeled,
G460,active_interest_context,10,yes,,,,,,,,,,,,,,,,unlabeled,
G461,active_interest_context,11,no,,,,,,,,,,,,,,,,unlabeled,
G462,active_interest_context,12,no,,,,,,,,,,,,,,,,unlabeled,
G463,active_interest_context,13,no,,,,,,,,,,,,,,,,unlabeled,
G464,active_interest_context,14,no,,,,,,,,,,,,,,,,unlabeled,
G465,active_interest_context,15,yes,,,,,,,,,,,,,,,,unlabeled,
G466,active_interest_context,16,no,,,,,,,,,,,,,,,,unlabeled,
G467,active_interest_context,17,no,,,,,,,,,,,,,,,,unlabeled,
G468,active_interest_context,18,no,,,,,,,,,,,,,,,,unlabeled,
G469,active_interest_context,19,no,,,,,,,,,,,,,,,,unlabeled,
G470,active_interest_context,20,yes,,,,,,,,,,,,,,,,unlabeled,
G471,active_interest_context,21,no,,,,,,,,,,,,,,,,unlabeled,
G472,active_interest_context,22,no,,,,,,,,,,,,,,,,unlabeled,
G473,active_interest_context,23,no,,,,,,,,,,,,,,,,unlabeled,
G474,active_interest_context,24,no,,,,,,,,,,,,,,,,unlabeled,
G475,active_interest_context,25,yes,,,,,,,,,,,,,,,,unlabeled,
G476,active_interest_context,26,no,,,,,,,,,,,,,,,,unlabeled,
G477,active_interest_context,27,no,,,,,,,,,,,,,,,,unlabeled,
G478,active_interest_context,28,no,,,,,,,,,,,,,,,,unlabeled,
G479,active_interest_context,29,no,,,,,,,,,,,,,,,,unlabeled,
G480,active_interest_context,30,yes,,,,,,,,,,,,,,,,unlabeled,
G481,active_interest_context,31,no,,,,,,,,,,,,,,,,unlabeled,
G482,active_interest_context,32,no,,,,,,,,,,,,,,,,unlabeled,
G483,active_interest_context,33,no,,,,,,,,,,,,,,,,unlabeled,
G484,active_interest_context,34,no,,,,,,,,,,,,,,,,unlabeled,
G485,active_interest_context,35,yes,,,,,,,,,,,,,,,,unlabeled,
G486,active_interest_context,36,no,,,,,,,,,,,,,,,,unlabeled,
G487,active_interest_context,37,no,,,,,,,,,,,,,,,,unlabeled,
G488,active_interest_context,38,no,,,,,,,,,,,,,,,,unlabeled,
G489,active_interest_context,39,no,,,,,,,,,,,,,,,,unlabeled,
G490,active_interest_context,40,yes,,,,,,,,,,,,,,,,unlabeled,
G491,active_interest_context,41,no,,,,,,,,,,,,,,,,unlabeled,
G492,active_interest_context,42,no,,,,,,,,,,,,,,,,unlabeled,
G493,active_interest_context,43,no,,,,,,,,,,,,,,,,unlabeled,
G494,active_interest_context,44,no,,,,,,,,,,,,,,,,unlabeled,
G495,active_interest_context,45,yes,,,,,,,,,,,,,,,,unlabeled,
G496,active_interest_context,46,no,,,,,,,,,,,,,,,,unlabeled,
G497,active_interest_context,47,no,,,,,,,,,,,,,,,,unlabeled,
G498,active_interest_context,48,no,,,,,,,,,,,,,,,,unlabeled,
G499,active_interest_context,49,no,,,,,,,,,,,,,,,,unlabeled,
G500,active_interest_context,50,yes,,,,,,,,,,,,,,,,unlabeled,
